gold_left,level,total_damage_to_players,players_eliminated,num_traits,placement
19,9,117,1,7,1
8,9,139,0,9,1
24,8,143,3,6,1
1,9,101,2,5,1
0,8,116,1,5,1
0,8,122,0,5,1
5,8,81,1,7,0
4,9,161,3,7,1
2,9,176,2,9,1
10,8,185,3,6,1
4,8,143,1,5,1
11,6,51,0,5,0
3,9,162,2,5,1
1,9,145,2,7,1
1,8,80,1,6,0
2,8,53,0,6,0
2,8,56,0,5,0
30,8,96,0,5,0
3,9,96,1,9,1
10,8,78,0,7,0
3,8,43,0,7,0
0,9,146,3,6,1
2,8,70,0,4,0
11,7,59,0,5,0
9,8,45,0,6,0
1,8,71,1,8,0
11,8,49,0,6,0
20,8,114,1,5,1
1,8,44,0,7,0
1,9,90,0,6,0
1,7,72,0,4,0
11,9,175,1,6,1
0,8,86,0,7,1
3,8,107,1,7,1
11,7,51,0,3,0
1,8,147,1,5,1
0,9,114,0,7,1
0,8,72,0,4,0
28,9,152,1,7,1
1,8,117,1,3,1
7,6,49,0,5,0
3,9,24,1,5,0
0,8,8,0,7,0
0,7,56,0,5,0
0,9,119,0,4,1
2,8,136,2,8,1
11,9,151,1,10,1
3,9,190,4,8,1
3,9,205,2,7,1
22,8,78,0,3,0
1,9,148,2,9,1
3,8,89,1,4,0
41,8,43,0,7,0
6,9,138,1,4,1
1,8,88,0,5,1
0,7,74,2,4,1
8,8,45,1,8,0
1,8,174,3,3,1
2,8,130,1,6,1
43,9,205,5,8,1
1,10,160,2,10,1
2,9,133,0,7,1
1,8,147,0,5,1
20,8,116,1,7,1
0,8,50,0,8,0
26,7,82,0,2,1
23,8,85,0,4,0
1,8,15,0,2,0
2,8,104,1,5,1
23,7,73,1,5,0
6,8,78,0,0,0
0,8,64,0,5,0
4,9,157,2,6,1
1,8,86,0,5,0
1,9,166,3,6,1
2,9,140,1,7,1
0,7,48,0,4,0
2,9,34,0,5,0
1,8,89,0,4,1
15,8,83,0,2,0
1,8,60,0,6,0
0,9,135,1,8,1
3,7,54,0,5,0
1,7,70,1,4,0
0,7,54,0,5,0
7,8,128,0,6,1
0,9,118,0,4,1
23,8,86,1,5,0
3,8,77,1,7,0
5,8,3,0,7,0
0,9,103,1,5,1
2,10,194,2,7,1
4,9,181,2,5,1
7,6,57,0,5,0
3,9,115,1,5,1
15,9,82,1,6,0
2,8,66,0,5,0
1,8,75,1,8,0
2,9,109,1,10,1
1,8,49,0,3,0
15,7,79,0,3,0
1,7,85,0,5,0
6,9,132,1,5,1
15,8,58,0,8,0
9,7,91,1,2,0
2,9,187,2,5,1
0,9,50,0,6,0
2,9,110,1,6,1
4,8,47,0,5,0
17,7,54,0,5,0
4,9,149,2,6,1
2,8,153,1,6,1
8,8,55,0,6,0
1,8,44,0,6,0
0,10,181,2,8,1
1,8,89,1,4,1
19,9,0,0,14,1
29,8,58,0,4,0
0,10,32,1,7,1
2,9,112,0,9,0
1,9,110,0,8,1
2,9,42,0,5,0
56,9,16,0,6,0
0,8,51,0,6,0
1,9,118,0,8,1
4,8,99,0,5,1
0,8,38,0,3,0
48,8,68,0,7,0
1,8,99,2,6,1
1,9,124,1,9,1
1,8,50,0,4,0
0,8,86,0,4,0
0,8,51,0,6,0
3,9,124,0,6,1
5,9,181,2,9,1
53,8,113,0,7,1
1,9,91,0,5,0
3,9,58,0,3,0
1,8,108,0,1,1
9,8,58,0,6,0
3,8,95,0,5,0
12,9,130,2,4,1
0,8,61,1,7,1
1,8,73,1,2,0
1,8,61,0,7,0
1,9,156,3,7,1
1,8,110,1,6,1
4,9,191,3,7,1
10,9,107,1,10,0
0,7,83,1,6,0
10,8,55,0,4,0
1,7,107,0,7,0
0,9,30,0,5,0
0,7,48,1,5,0
1,9,179,3,6,1
4,7,127,1,4,1
2,8,76,0,5,0
0,10,157,1,6,1
1,7,151,1,5,1
46,8,54,0,4,0
2,9,129,1,6,1
6,9,170,1,6,1
0,7,50,0,4,0
0,8,27,0,6,0
3,9,173,2,5,1
1,9,143,1,10,1
5,9,145,1,4,1
1,8,34,0,4,0
1,7,111,1,5,1
21,9,202,5,5,1
5,8,84,1,4,0
2,8,91,0,6,1
2,8,76,0,5,0
11,8,94,3,6,1
2,8,66,0,6,0
0,7,56,0,4,0
0,9,51,0,6,0
2,10,0,0,12,1
3,10,180,3,8,1
6,8,27,0,6,0
28,9,202,3,9,1
4,8,99,2,6,1
1,9,75,0,6,0
10,8,53,0,6,0
1,7,27,0,5,0
5,8,51,0,6,0
0,8,43,0,7,0
0,9,125,2,8,1
8,8,146,1,2,1
0,8,86,0,4,0
4,9,165,5,6,1
0,10,40,2,6,1
22,7,59,0,3,0
2,9,176,4,7,1
0,8,91,0,4,0
3,9,181,3,7,1
0,9,46,1,7,0
1,8,74,0,5,0
8,9,143,1,9,1
0,7,63,0,4,0
2,9,117,0,9,1
1,8,150,0,9,1
1,9,119,1,3,1
1,7,97,0,5,1
3,10,189,1,6,1
17,8,108,1,7,1
24,7,102,1,3,1
0,8,77,1,6,0
12,8,133,1,4,1
0,8,82,0,6,0
3,9,114,0,8,1
27,8,117,0,7,1
3,7,18,0,3,0
0,7,76,0,5,0
1,6,15,0,3,0
3,8,168,1,5,1
3,8,67,0,4,0
1,9,166,1,7,1
3,8,11,0,5,0
0,8,98,0,5,0
0,8,6,0,8,0
1,9,101,2,7,1
0,9,126,1,7,1
9,8,47,0,3,0
0,9,123,2,7,1
3,8,115,1,6,1
0,8,13,0,2,0
11,9,0,0,9,1
0,8,126,1,8,1
3,9,85,1,8,0
12,8,141,1,4,1
14,9,169,2,7,1
27,8,89,0,6,0
1,8,125,2,7,1
12,8,48,0,8,0
2,9,156,2,9,1
6,7,12,0,7,0
0,8,134,0,9,1
12,9,171,2,5,1
1,8,49,0,7,0
1,9,187,3,6,1
2,9,114,2,6,1
21,8,178,1,6,1
0,8,104,1,2,1
0,8,87,2,4,0
2,8,26,0,5,0
0,8,10,0,3,0
22,9,79,1,3,1
6,7,87,1,3,0
1,8,22,1,6,0
3,9,16,0,4,0
2,8,53,0,4,0
1,9,34,0,8,0
1,8,71,0,2,0
61,8,0,0,9,1
0,8,117,0,3,1
0,8,49,0,6,0
0,8,114,3,5,1
3,9,95,1,8,1
0,8,118,0,5,1
9,8,80,0,6,0
27,8,81,0,6,1
1,8,145,1,9,1
0,10,66,0,1,0
1,8,106,1,6,1
0,9,169,1,7,1
2,8,22,0,6,0
4,9,0,0,6,1
0,9,147,1,5,1
12,7,97,1,5,1
17,9,205,3,8,1
1,8,88,0,5,1
4,8,102,0,7,1
1,8,79,1,4,0
1,8,59,0,6,0
0,8,57,0,8,1
3,10,106,3,8,1
2,8,21,0,3,0
0,7,44,0,5,0
5,9,162,3,8,1
22,9,104,0,7,0
11,6,20,0,2,0
0,8,139,3,5,1
30,8,143,0,4,1
43,8,38,2,8,1
15,9,174,4,9,1
3,8,118,1,5,1
0,8,73,0,8,0
1,8,80,0,6,0
3,7,22,0,3,0
0,7,78,0,4,0
2,8,56,0,5,0
20,7,25,0,5,0
1,9,70,0,7,0
32,9,175,3,6,1
0,8,57,0,8,0
1,8,33,0,6,0
0,9,129,1,5,1
0,9,81,0,3,1
1,7,79,0,5,0
0,9,121,2,5,1
4,8,94,1,4,1
6,8,118,1,8,1
0,7,140,0,7,1
0,8,108,2,6,1
0,8,92,1,6,0
6,8,10,0,3,0
1,7,33,0,4,0
1,9,97,0,6,0
3,7,117,4,7,1
4,9,110,1,7,0
0,8,113,0,3,1
1,8,68,0,4,0
6,9,152,3,9,1
0,9,116,0,0,1
12,8,95,0,7,0
0,8,35,0,6,0
1,8,86,0,4,1
1,8,51,0,8,0
35,8,34,0,5,0
1,9,110,1,3,1
4,8,121,1,5,1
0,8,56,0,6,0
17,9,120,2,10,1
1,7,75,1,5,1
19,8,96,0,6,0
5,9,111,0,5,1
1,9,137,0,6,1
1,10,105,5,5,1
18,8,94,0,5,1
0,8,85,0,4,0
1,8,93,0,6,1
3,8,103,0,5,1
13,7,84,0,2,0
1,9,88,0,4,0
37,7,96,1,5,1
3,7,45,0,5,0
1,7,17,0,2,0
5,6,67,0,3,0
1,8,63,0,5,0
3,8,103,2,5,1
1,8,98,0,6,0
1,10,85,1,10,0
0,9,44,0,8,0
3,6,24,0,3,0
0,7,41,0,7,0
1,7,67,0,3,0
10,7,42,0,5,0
22,8,84,1,6,1
5,9,160,3,4,1
11,7,43,0,4,0
6,7,49,0,3,0
5,8,36,0,6,0
39,8,106,0,7,1
5,10,191,3,9,1
0,9,86,1,5,0
2,9,121,1,1,1
1,9,94,0,6,1
0,10,147,1,10,1
2,9,118,0,9,1
0,8,71,0,8,0
6,7,111,0,7,1
0,8,69,0,8,0
1,8,81,0,8,0
5,10,165,3,7,1
3,9,108,1,7,0
0,8,47,0,5,0
6,9,202,3,7,1
26,7,83,0,4,1
28,9,150,1,4,1
48,8,56,0,7,0
1,8,49,0,4,0
0,7,75,0,7,0
3,9,189,2,5,1
0,8,49,0,7,0
4,9,164,4,7,1
1,9,120,1,10,1
14,7,71,0,5,0
10,8,55,0,5,0
21,10,180,2,9,1
1,8,83,1,4,1
0,9,52,1,4,0
16,7,69,0,3,0
5,9,206,2,6,1
8,8,38,0,5,0
6,9,162,3,6,1
24,8,98,1,6,1
2,7,51,0,5,0
25,9,168,2,7,1
0,9,66,0,7,0
4,10,197,2,10,1
0,8,78,0,6,0
0,9,165,1,8,1
0,8,146,2,3,1
0,8,43,1,6,0
3,8,78,0,6,0
9,8,110,2,5,0
1,8,17,0,3,0
0,8,39,1,6,0
0,8,45,0,7,0
1,8,20,0,5,0
1,9,154,3,6,1
0,7,46,0,5,0
10,7,61,0,5,1
24,9,176,3,5,1
11,8,71,1,6,0
0,8,32,0,5,1
1,8,104,1,7,0
22,9,97,2,5,1
11,8,121,1,4,1
0,8,52,0,6,0
2,9,85,0,6,1
8,7,75,0,5,0
39,8,137,2,5,1
35,7,57,0,7,0
4,8,139,1,7,1
4,10,156,2,5,1
0,7,64,0,5,1
4,8,167,3,5,1
0,8,43,0,4,0
1,8,72,0,7,0
0,8,77,0,6,0
1,8,56,0,5,0
24,8,140,1,7,1
1,8,59,0,7,0
16,9,174,2,10,1
2,7,73,1,0,0
3,8,108,2,8,1
0,8,67,0,6,0
1,9,103,0,5,1
20,8,137,2,6,1
1,9,145,3,9,1
1,6,52,0,5,0
4,9,169,4,9,1
0,8,65,0,3,0
21,8,126,0,4,1
11,8,68,0,6,0
2,8,97,1,7,1
0,8,108,1,5,1
60,4,0,0,1,1
0,7,75,0,3,0
20,8,57,1,4,0
2,9,152,1,7,1
17,9,183,2,7,1
0,9,67,0,8,0
0,8,69,0,3,0
0,8,95,0,6,1
0,9,110,3,8,1
5,8,41,0,6,0
4,8,45,0,5,0
5,9,77,1,6,0
0,8,28,0,6,0
7,10,150,1,5,1
3,8,61,0,4,0
3,8,78,0,4,0
0,7,92,0,4,0
1,8,150,2,6,1
29,7,81,1,4,1
15,8,70,0,7,0
1,9,83,0,8,0
12,9,161,1,7,1
3,9,171,3,9,1
0,8,72,1,3,0
3,8,143,2,5,1
2,8,35,0,6,0
28,9,166,4,6,1
53,9,192,4,7,1
1,7,57,0,4,0
14,8,102,0,4,1
0,9,75,0,10,0
6,8,54,0,8,0
4,7,79,1,5,0
0,8,31,0,4,0
2,8,92,1,5,0
4,8,143,2,5,1
0,9,85,2,3,1
0,7,61,0,3,0
0,8,72,0,6,0
4,7,96,1,7,1
7,9,122,0,6,0
1,7,62,0,3,0
3,8,105,2,6,1
6,8,100,0,7,0
2,7,115,1,6,0
2,8,109,1,4,1
1,8,106,0,6,1
3,9,71,0,8,0
0,8,101,1,7,1
7,10,180,3,7,1
2,8,29,0,3,0
3,8,146,3,0,1
2,8,64,0,5,0
0,8,83,0,5,0
4,10,0,0,10,1
2,8,69,0,7,0
0,7,69,1,5,1
4,8,97,0,4,1
4,8,47,0,8,0
5,9,109,1,8,1
16,9,188,3,8,1
13,8,76,0,6,0
0,8,69,0,7,0
1,8,13,0,6,0
13,7,68,1,7,0
1,8,97,1,8,0
17,9,111,0,5,1
3,7,111,0,7,0
0,8,92,0,3,0
0,7,53,0,5,0
12,7,85,0,5,1
0,9,138,2,5,1
5,9,184,1,6,1
1,6,52,0,3,0
38,7,38,0,3,0
1,8,102,0,4,1
14,8,140,3,3,1
22,8,119,2,6,1
1,6,23,0,3,0
2,9,98,1,8,1
0,8,72,0,4,0
2,8,63,0,5,0
17,8,100,1,5,1
10,9,28,0,10,0
0,8,130,2,6,1
1,8,106,1,6,1
2,8,64,0,4,0
15,8,32,0,5,0
5,8,94,1,7,0
4,8,114,2,6,1
1,8,56,1,7,0
0,8,74,0,8,0
1,8,150,1,5,1
0,8,124,0,8,1
6,7,60,0,4,0
0,7,97,0,7,0
0,9,123,2,7,1
1,9,82,1,8,0
0,7,16,0,4,0
0,8,39,0,3,0
17,9,128,2,9,1
3,9,110,2,6,1
19,8,68,0,6,0
1,8,34,0,4,0
9,9,158,1,5,1
0,8,123,1,6,1
0,9,155,1,5,1
0,8,96,1,7,1
5,8,53,0,6,0
0,8,48,0,8,0
16,9,187,4,8,1
10,7,65,0,3,0
0,9,105,0,7,1
0,8,116,1,6,1
3,8,21,0,3,0
10,9,110,0,5,0
25,8,99,1,6,0
6,9,180,3,8,1
0,7,36,0,5,0
1,8,71,0,6,0
0,8,162,3,5,1
3,9,156,1,8,1
3,8,62,0,3,0
4,9,228,2,6,1
22,7,73,0,4,0
3,8,80,0,9,1
10,9,115,1,6,1
1,7,94,1,7,0
10,7,11,0,2,0
14,10,22,1,9,1
2,8,39,0,3,0
30,8,120,1,6,1
3,9,149,2,9,1
1,8,58,0,5,0
0,9,116,1,6,1
1,8,50,1,4,1
7,8,103,1,7,0
20,7,91,0,5,1
3,8,111,1,5,1
1,8,118,0,3,1
0,9,139,1,6,1
2,8,85,1,6,1
22,7,34,0,3,0
0,7,80,0,2,1
1,8,47,0,6,0
10,8,24,0,5,0
4,7,141,1,5,1
1,9,151,2,7,1
0,8,50,0,4,0
4,8,69,0,6,0
27,8,175,2,6,1
9,9,80,0,8,0
28,8,171,2,5,1
1,9,99,0,6,1
5,8,130,2,7,1
0,9,62,0,0,0
3,8,90,0,5,0
1,9,96,0,3,0
13,9,120,0,8,1
1,9,148,2,8,1
30,9,111,3,5,1
4,9,86,1,6,0
6,8,178,2,5,1
0,8,76,0,6,0
2,9,74,1,4,1
0,9,71,0,6,0
2,8,92,1,7,1
1,8,96,0,5,0
40,8,113,0,4,1
0,7,90,0,5,0
0,9,115,0,6,1
11,7,112,1,5,1
38,8,156,1,8,1
0,9,135,2,6,1
0,8,64,0,5,0
0,9,93,1,7,0
17,8,101,0,6,1
26,7,49,1,5,0
0,9,81,2,5,0
2,8,107,0,4,1
2,8,82,1,8,0
25,7,40,0,5,0
2,9,182,4,8,1
11,8,194,3,5,1
1,8,145,2,5,1
1,8,58,0,5,0
3,9,109,1,3,1
2,10,204,3,6,1
3,8,96,0,8,0
0,9,150,1,7,1
1,8,74,0,6,0
7,9,172,3,8,1
1,7,22,0,3,0
1,8,83,0,6,1
2,9,97,0,9,0
1,9,102,1,7,1
5,7,101,0,7,1
13,9,103,0,6,1
2,8,94,0,6,0
5,8,157,3,5,1
5,10,171,3,8,1
7,9,124,2,7,1
1,8,53,0,7,0
45,8,38,0,4,0
1,8,84,1,7,0
8,7,94,0,7,0
8,9,134,2,6,1
13,9,65,0,3,0
30,8,125,2,4,1
0,7,26,0,3,0
4,9,132,0,6,1
0,8,34,0,5,0
1,8,65,0,5,0
0,9,121,1,5,1
0,7,36,0,3,0
0,9,71,0,6,0
1,9,74,0,8,0
11,9,111,0,8,1
2,8,113,0,7,1
4,9,195,4,7,1
1,9,91,0,4,0
1,8,36,0,5,0
0,9,148,0,6,1
0,8,52,0,7,0
4,8,93,0,6,0
0,9,108,1,8,1
1,8,120,1,4,1
0,8,57,0,8,0
30,8,114,0,8,1
0,9,113,0,8,1
1,7,41,0,4,0
4,9,18,0,5,0
4,10,170,3,10,1
2,8,41,0,8,0
58,8,94,0,6,1
6,9,169,3,8,1
15,7,53,0,5,0
0,8,38,0,4,0
1,8,86,0,6,1
1,9,220,3,8,1
3,9,65,0,7,0
0,8,83,0,4,0
0,9,53,1,7,0
9,7,29,0,7,0
6,8,61,0,6,0
2,10,56,0,10,1
1,9,105,0,4,0
44,8,102,0,2,1
1,9,167,3,5,1
3,7,46,0,3,0
0,7,29,0,1,0
5,8,85,0,5,0
7,8,106,2,6,1
0,8,49,0,4,0
0,9,104,0,9,0
0,9,129,1,7,1
11,8,193,5,5,1
2,8,64,0,7,0
2,8,124,0,4,1
12,8,152,3,7,1
2,10,170,3,10,1
1,8,76,1,6,0
0,8,60,0,6,0
3,9,159,2,7,1
1,8,89,0,4,0
11,8,78,0,5,0
1,7,13,0,3,0
0,7,51,0,7,0
0,8,37,0,6,0
3,8,43,0,7,0
0,7,41,0,3,0
1,9,134,1,5,1
1,7,65,0,3,0
7,9,104,0,6,0
3,9,122,0,8,1
3,8,142,2,7,1
0,8,106,0,8,0
1,8,98,0,4,0
3,9,171,0,10,1
0,9,151,1,6,1
0,7,24,0,6,0
21,8,115,1,6,1
2,7,70,0,2,0
0,8,108,1,6,1
0,9,56,1,7,0
14,8,81,0,6,1
0,8,118,0,7,1
5,9,129,2,5,1
1,9,130,3,8,1
1,8,91,0,7,1
1,9,138,4,7,1
24,9,159,3,7,1
3,9,111,1,7,1
1,8,146,2,4,1
0,9,143,0,6,1
0,7,56,0,3,0
18,10,185,2,9,1
0,8,85,0,6,0
0,8,10,0,7,0
25,7,34,0,3,0
3,9,182,3,6,1
3,9,85,1,8,1
2,10,177,3,5,1
0,8,68,0,3,0
3,9,151,1,9,1
1,9,84,1,8,0
1,8,97,0,5,0
3,9,86,0,6,0
0,8,86,1,8,1
2,8,45,0,7,0
7,8,55,0,3,0
1,8,115,0,6,1
2,8,153,2,3,1
5,9,137,1,6,1
4,8,29,0,8,0
12,10,0,0,8,1
0,7,103,0,4,1
1,9,86,1,8,0
18,8,27,0,8,0
3,8,99,1,6,0
21,10,0,0,5,1
1,8,107,0,6,1
2,9,96,0,3,1
1,10,249,5,7,1
0,8,57,0,6,0
0,9,146,1,8,1
35,6,45,0,3,0
0,6,25,0,4,0
38,8,98,0,6,0
9,9,171,2,8,1
0,8,41,0,4,0
3,8,44,0,4,0
2,8,120,1,7,1
0,7,80,0,5,0
5,8,47,0,8,0
1,9,183,2,6,1
4,8,150,0,5,1
4,8,69,0,5,0
4,8,42,0,4,0
2,8,146,4,6,1
0,7,117,2,7,1
7,8,142,1,8,1
2,9,110,1,8,1
2,9,145,3,7,1
7,9,153,2,6,1
50,7,0,0,9,1
1,8,67,0,6,0
6,8,112,0,7,1
10,8,79,0,6,0
0,8,57,0,7,0
8,9,128,0,8,1
4,8,35,0,3,0
21,8,62,0,5,0
1,7,45,0,5,0
0,8,118,2,7,1
4,8,149,3,7,1
0,7,48,0,2,0
1,8,69,0,7,0
6,9,18,0,7,1
5,8,121,2,6,1
49,8,64,0,5,0
4,8,96,1,8,0
3,7,44,0,7,0
15,7,93,0,7,0
0,8,93,4,4,1
12,8,162,2,6,1
2,8,50,0,4,0
15,7,89,0,2,0
0,9,57,0,7,0
5,8,153,2,5,1
6,8,71,0,4,0
14,8,80,0,7,1
3,8,68,0,6,0
50,7,0,0,8,1
0,10,123,1,5,1
16,9,53,0,8,0
3,8,67,0,6,0
20,7,113,1,7,1
24,7,68,1,7,0
1,9,161,1,8,1
2,9,69,0,4,0
39,9,116,2,9,1
0,9,158,1,7,1
0,8,107,0,6,0
50,8,48,0,3,0
4,9,133,3,8,1
33,7,39,0,4,0
2,8,99,0,6,1
1,8,73,0,6,0
10,8,110,0,8,1
1,9,96,0,5,0
3,9,86,0,10,1
0,9,157,1,6,1
0,9,99,0,4,0
2,8,18,0,4,0
38,8,126,1,6,1
27,9,151,2,7,1
3,10,171,2,8,1
6,8,82,0,7,0
57,8,35,0,5,0
20,8,145,2,7,1
4,7,26,0,4,0
5,8,51,0,6,0
0,9,70,1,7,1
3,9,186,3,5,1
1,7,47,0,5,0
12,8,43,0,5,0
2,8,9,0,7,0
0,9,85,0,8,1
1,7,124,1,7,1
0,9,112,0,2,1
6,9,155,2,6,1
4,8,118,1,5,1
6,7,57,0,5,0
1,8,29,0,3,0
2,9,139,0,8,1
0,8,188,4,4,1
1,9,104,2,8,1
2,8,65,0,3,0
2,8,140,2,7,1
0,8,77,0,5,0
2,7,37,0,2,0
2,9,106,0,8,1
31,7,78,1,3,0
4,9,169,3,8,1
35,9,95,0,8,1
1,7,34,0,7,0
5,7,67,0,4,0
10,7,75,0,4,0
1,8,65,0,8,0
0,7,68,0,3,0
0,8,106,1,6,1
1,8,99,1,5,0
7,8,55,0,4,0
0,8,80,1,7,0
4,9,87,1,7,1
3,9,122,0,7,1
1,9,117,0,9,1
23,8,198,4,5,1
1,8,122,1,8,1
2,8,97,0,4,0
0,7,101,0,5,1
0,10,0,0,2,1
16,9,108,1,5,1
0,8,31,0,7,0
6,9,180,2,9,1
1,8,62,1,5,0
12,10,34,1,10,1
38,8,53,0,7,0
1,9,55,0,6,0
1,5,25,0,4,0
0,8,114,1,5,1
1,8,77,0,6,0
0,8,87,0,6,1
4,8,122,0,5,1
2,8,76,0,5,0
0,9,71,0,10,0
41,9,113,0,5,1
0,9,129,1,9,0
0,8,73,0,7,0
0,7,65,1,6,0
3,8,51,0,6,0
3,9,149,1,5,1
1,9,96,0,7,1
0,8,59,0,5,0
2,9,52,0,6,0
6,8,49,0,6,0
0,9,112,1,6,1
4,8,108,2,4,1
3,9,108,0,8,0
8,8,65,0,5,0
1,9,161,1,10,1
0,10,186,4,5,1
5,7,57,0,5,0
49,9,190,3,6,1
0,9,93,0,5,0
1,8,186,1,6,1
4,9,150,2,6,1
1,8,66,2,5,0
16,8,111,0,6,1
0,8,94,0,4,1
5,8,55,0,5,0
5,9,111,2,5,1
1,7,93,0,7,1
2,7,42,0,4,0
0,8,40,0,2,0
0,9,88,1,6,0
3,8,92,1,5,1
0,10,62,0,7,1
4,9,96,1,6,1
3,8,93,0,3,1
1,6,16,0,3,0
4,8,27,1,3,0
1,8,79,0,5,1
2,9,132,1,7,1
4,7,41,0,3,0
0,7,56,0,4,0
11,7,63,0,2,0
0,8,73,1,3,0
0,7,56,0,7,0
2,9,57,0,5,0
18,7,135,1,7,1
0,8,59,0,5,0
3,9,114,1,10,1
7,8,116,2,6,1
12,9,113,0,8,1
15,8,191,2,6,1
0,9,63,0,6,0
18,7,16,0,4,0
1,9,102,0,9,0
0,8,36,0,7,0
34,8,29,0,7,0
8,10,172,3,10,1
1,8,52,0,4,0
0,8,6,0,5,0
5,8,39,0,4,0
0,8,96,0,4,0
36,8,62,0,6,0
10,9,126,2,7,1
0,9,124,1,10,1
10,7,105,0,5,1
0,8,76,0,4,0
0,8,105,1,5,1
0,8,57,0,4,0
1,8,45,0,6,0
4,10,220,4,9,1
1,8,53,0,8,0
0,8,93,1,6,1
1,9,83,1,6,0
0,8,44,0,3,0
1,8,136,2,5,1
2,8,169,1,6,1
1,7,56,0,6,0
2,8,104,1,4,1
0,8,76,0,3,0
1,8,26,0,4,0
1,9,169,2,8,1
4,8,66,2,6,1
1,8,47,0,8,0
0,8,62,0,6,0
0,6,30,0,3,0
25,8,114,1,5,1
20,8,72,0,5,0
1,8,24,0,8,0
1,8,139,3,5,1
2,9,154,3,7,1
15,8,172,3,6,1
3,9,182,3,5,1
1,9,81,0,8,1
3,8,79,0,1,1
0,9,77,1,7,1
1,9,70,3,8,1
1,8,95,1,7,1
0,9,155,1,8,1
2,8,45,0,4,0
20,8,140,3,3,1
0,8,26,0,7,0
10,8,155,1,7,1
0,8,124,1,7,1
2,9,131,1,5,1
0,8,83,0,5,0
3,9,168,5,7,1
0,7,79,0,2,0
1,8,53,0,2,0
3,8,58,0,6,0
0,8,101,0,3,1
0,8,119,0,8,1
0,9,151,1,8,1
4,9,153,2,6,1
0,8,45,0,3,0
18,8,35,0,2,0
1,8,24,0,5,0
40,9,124,1,9,1
7,9,191,1,7,1
0,7,81,0,5,0
2,9,124,1,5,1
4,7,74,0,4,0
1,9,155,2,6,1
4,9,131,0,9,1
2,9,78,0,8,0
0,8,35,0,6,0
0,8,38,0,6,1
0,8,74,0,6,0
0,5,8,0,1,0
7,7,70,1,5,0
12,9,190,3,7,1
6,9,139,1,8,1
1,9,127,1,7,1
2,8,84,0,5,0
1,8,107,1,4,1
1,8,133,0,6,1
2,8,74,0,8,0
40,6,9,0,4,0
9,8,69,0,8,0
0,9,152,1,10,1
0,9,91,0,6,0
2,9,61,1,5,0
21,9,145,2,7,1
2,6,57,0,5,0
1,9,68,0,4,0
0,8,100,0,8,0
1,7,33,0,3,0
4,7,49,0,3,0
20,8,168,3,5,1
8,7,53,0,2,0
40,10,205,2,10,1
6,6,44,0,5,0
4,9,130,2,7,1
0,6,62,0,4,0
2,9,65,0,7,1
1,8,129,2,7,1
1,7,26,0,2,0
6,9,127,2,8,1
0,9,100,1,7,1
10,9,172,2,4,1
7,8,127,0,5,1
6,9,119,2,7,1
3,9,110,1,5,1
21,8,40,0,6,0
12,8,105,0,3,1
6,9,142,2,5,1
10,8,73,1,4,0
5,8,26,0,5,0
0,8,64,0,5,0
1,7,69,0,1,0
2,8,89,1,8,0
1,8,31,0,7,0
0,7,142,2,7,1
0,8,27,0,7,0
0,9,113,0,8,1
0,9,117,0,6,1
22,8,105,0,6,0
2,10,198,2,10,1
1,8,15,0,5,0
6,10,136,1,10,1
1,8,79,1,5,0
3,8,205,4,5,1
0,8,66,0,5,0
2,9,182,1,5,1
1,8,71,0,6,0
0,9,105,2,6,1
29,8,95,0,7,1
41,8,43,0,6,0
0,8,61,1,6,0
0,9,115,0,6,1
3,9,16,1,7,1
0,8,53,1,5,0
1,9,93,0,5,0
5,9,177,0,6,1
32,9,210,2,6,1
0,9,115,1,8,1
12,9,189,0,5,1
12,8,124,1,5,1
1,7,29,0,3,0
0,9,124,1,6,1
2,8,126,2,6,1
1,8,166,2,5,1
2,9,48,0,6,0
1,9,169,3,4,1
0,8,96,0,6,1
1,9,134,1,8,1
0,9,99,1,5,1
4,9,155,1,8,1
0,9,145,0,5,1
0,9,78,0,5,0
9,10,218,2,5,1
1,8,56,0,4,0
1,8,57,0,5,0
11,9,115,1,5,1
1,8,72,0,5,0
0,8,128,1,6,1
14,8,158,2,5,1
3,7,88,0,5,0
0,9,125,2,5,1
2,7,110,1,5,0
3,9,108,1,8,0
6,8,181,4,4,1
1,9,69,0,6,0
1,9,132,1,5,1
1,9,185,4,6,1
2,9,126,1,8,1
1,9,89,1,4,1
20,7,79,0,7,0
0,8,42,0,2,0
1,7,55,0,6,0
1,8,97,0,7,0
2,9,141,4,9,1
0,8,59,0,5,0
5,8,76,1,4,1
33,8,23,0,5,0
5,9,168,3,7,1
0,9,124,2,9,1
1,9,101,0,10,1
0,9,61,0,9,0
1,8,102,0,6,1
0,9,58,0,7,0
9,10,162,2,7,1
19,8,30,0,6,0
2,8,165,4,4,1
2,9,94,1,7,1
7,9,139,3,7,1
0,10,0,0,9,1
1,9,106,1,5,1
1,10,138,1,6,1
8,8,108,0,4,1
0,7,60,0,5,0
15,8,97,0,8,0
67,9,92,2,7,1
0,8,59,0,8,0
1,8,99,1,6,1
1,7,83,0,6,0
16,8,106,0,5,0
12,8,101,1,4,0
3,7,43,0,5,0
35,7,58,0,4,0
3,9,65,0,5,0
4,7,41,0,4,0
1,8,75,0,4,0
1,9,86,0,4,0
1,9,165,3,5,1
0,9,115,0,5,1
0,8,67,0,4,0
4,8,144,0,6,1
3,9,89,0,7,0
0,10,176,2,6,1
